Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
The Wolfman,110614,5.8,18A,2010-02-12,"['Drama', 'Fantasy', 'Horror']",Drama,Fantasy,Horror,"['werewolf', 'asylum', 'full moon', 'lawrence larry talbot character', 'skipping a stone']",werewolf,asylum,full moon,lawrence larry talbot character,skipping a stone,"['Universal Pictures', 'Relativity Media', 'Bluegrass Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001125/', 'name': 'Benicio Del Toro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000164/', 'name': 'Anthony Hopkins'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1289434/', 'name': 'Emily Blunt'}]",Benicio Del Toro,https://www.imdb.com/name/nm0001125/,Anthony Hopkins,https://www.imdb.com/name/nm0000164/,Emily Blunt,https://www.imdb.com/name/nm1289434/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0002653/', 'name': 'Joe Johnston'}]",Joe Johnston,https://www.imdb.com/name/nm0002653/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142678/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0235528/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001825/', 'name': 'Andrew Kevin Walker'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0783100/', 'name': 'David Self'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0802561/', 'name': 'Curt Siodmak'}]",Andrew Kevin Walker,https://www.imdb.com/name/nm0001825/,David Self,https://www.imdb.com/name/nm0783100/,Curt Siodmak,https://www.imdb.com/name/nm0802561/,103,4,8,150000000.0,USD,61979680.0,31479235.0,139789765.0
Legion,110380,5.3,14A,2010-01-22,"['Action', 'Fantasy', 'Horror']",Action,Fantasy,Horror,"['angel', 'apocalypse', 'religious faith', 'faith', 'archangel michael']",angel,apocalypse,religious faith,faith,archangel michael,"['Screen Gems', 'Bold Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0079273/', 'name': 'Paul Bettany'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000598/', 'name': 'Dennis Quaid'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001165/', 'name': 'Charles S. Dutton'}]",Paul Bettany,https://www.imdb.com/name/nm0079273/,Dennis Quaid,https://www.imdb.com/name/nm0000598/,Charles S. Dutton,https://www.imdb.com/name/nm0001165/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0829820/', 'name': 'Scott Stewart'}]",Scott Stewart,https://www.imdb.com/name/nm0829820/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0010568/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0135575/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0076412/', 'name': 'Peter Schink'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0829820/', 'name': 'Scott Stewart'}]",Peter Schink,https://www.imdb.com/name/nm0076412/,Scott Stewart,https://www.imdb.com/name/nm0829820/,unknown,unknown,100,0,0,26000000.0,USD,40168080.0,17501625.0,67918658.0
Repo Men,109895,6.3,18A,2010-03-19,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,"['artificial organ', 'dystopia', 'evil corporation', 'on the run', 'techno thriller']",artificial organ,dystopia,evil corporation,on the run,techno thriller,"['Universal Pictures', 'Relativity Media', 'Bluegrass Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000179/', 'name': 'Jude Law'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001845/', 'name': 'Forest Whitaker'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0103797/', 'name': 'Alice Braga'}]",Jude Law,https://www.imdb.com/name/nm0000179/,Forest Whitaker,https://www.imdb.com/name/nm0001845/,Alice Braga,https://www.imdb.com/name/nm0103797/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0764601/', 'name': 'Miguel Sapochnik'}]",Miguel Sapochnik,https://www.imdb.com/name/nm0764601/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142678/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0235528/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1201715/', 'name': 'Eric Garcia'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1068424/', 'name': 'Garrett Lerner'}]",Eric Garcia,https://www.imdb.com/name/nm1201715/,Garrett Lerner,https://www.imdb.com/name/nm1068424/,unknown,unknown,111,0,2,32000000.0,USD,13794835.0,6126170.0,18409891.0
Leap Year,109261,6.4,PG,2010-01-08,"['Comedy', 'Romance']",Comedy,Romance,unknown,"['ireland', 'pub', 'road trip', 'redhead', 'dublin ireland']",ireland,pub,road trip,redhead,dublin ireland,"['Universal Pictures', 'Spyglass Entertainment', 'Birnbaum/Barber']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0010736/', 'name': 'Amy Adams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0328828/', 'name': 'Matthew Goode'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004395/', 'name': 'Adam Scott'}]",Amy Adams,https://www.imdb.com/name/nm0010736/,Matthew Goode,https://www.imdb.com/name/nm0328828/,Adam Scott,https://www.imdb.com/name/nm0004395/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0875793/', 'name': 'Anand Tucker'}]",Anand Tucker,https://www.imdb.com/name/nm0875793/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0031181/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0039362/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0438226/', 'name': 'Deborah Kaplan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0253323/', 'name': 'Harry Elfont'}]",Deborah Kaplan,https://www.imdb.com/name/nm0438226/,Harry Elfont,https://www.imdb.com/name/nm0253323/,unknown,unknown,100,0,0,19000000.0,USD,25918920.0,9202815.0,32686500.0
Edge of Darkness,97795,6.6,14A,2010-01-29,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,"['father daughter relationship', 'political corruption', 'remake by original director', '2000s', 'activist']",father daughter relationship,political corruption,remake by original director,2000s,activist,"['Warner Bros.', 'GK Films', 'BBC Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000154/', 'name': 'Mel Gibson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0935653/', 'name': 'Ray Winstone'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0396812/', 'name': 'Danny Huston'}]",Mel Gibson,https://www.imdb.com/name/nm0000154/,Ray Winstone,https://www.imdb.com/name/nm0935653/,Danny Huston,https://www.imdb.com/name/nm0396812/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0132709/', 'name': 'Martin Campbell'}]",Martin Campbell,https://www.imdb.com/name/nm0132709/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0209646/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0103694/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1184258/', 'name': 'William Monahan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0100597/', 'name': 'Andrew Bovell'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0448392/', 'name': 'Troy Kennedy Martin'}]",William Monahan,https://www.imdb.com/name/nm1184258/,Andrew Bovell,https://www.imdb.com/name/nm0100597/,Troy Kennedy Martin,https://www.imdb.com/name/nm0448392/,117,0,1,80000000.0,USD,43313890.0,17214384.0,81126522.0
Four Lions,83600,7.3,14A,2010-05-07,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,"['doughnut', 'uncle nephew relationship', 'father son relationship', 'crow', 'exploding animal']",doughnut,uncle nephew relationship,father son relationship,crow,exploding animal,"['Film4', 'Warp Films', 'Wild Bunch']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0011451/', 'name': 'Will Adamsdale'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1981893/', 'name': 'Riz Ahmed'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2253821/', 'name': 'Adeel Akhtar'}]",Will Adamsdale,https://www.imdb.com/name/nm0011451/,Riz Ahmed,https://www.imdb.com/name/nm1981893/,Adeel Akhtar,https://www.imdb.com/name/nm2253821/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0606439/', 'name': 'Christopher Morris'}]",Christopher Morris,https://www.imdb.com/name/nm0606439/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0197272/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0104859/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0024845/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0606439/', 'name': 'Christopher Morris'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1095060/', 'name': 'Sam Bain'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1104036/', 'name': 'Jesse Armstrong'}]",Christopher Morris,https://www.imdb.com/name/nm0606439/,Sam Bain,https://www.imdb.com/name/nm1095060/,Jesse Armstrong,https://www.imdb.com/name/nm1104036/,97,9,24,,unknown,304616.0,41512.0,6149356.0
Avatar,1366858,7.9,PG,2009-12-18,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,"['paraplegic', 'forest protection', 'spiritualism', 'marine', 'future']",paraplegic,forest protection,spiritualism,marine,future,"['Twentieth Century Fox', 'Dune Entertainment', 'Lightstorm Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0941777/', 'name': 'Sam Worthington'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0757855/', 'name': 'Zoe Saldana'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000244/', 'name': 'Sigourney Weaver'}]",Sam Worthington,https://www.imdb.com/name/nm0941777/,Zoe Saldana,https://www.imdb.com/name/nm0757855/,Sigourney Weaver,https://www.imdb.com/name/nm0000244/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000116/', 'name': 'James Cameron'}]",James Cameron,https://www.imdb.com/name/nm0000116/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000756/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0174373/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0038663/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000116/', 'name': 'James Cameron'}]",James Cameron,https://www.imdb.com/name/nm0000116/,unknown,unknown,unknown,unknown,162,90,131,237000000.0,USD,785221649.0,77025481.0,2923706026.0
Sherlock Holmes,659968,7.6,PG,2009-12-25,"['Action', 'Adventure', 'Mystery']",Action,Adventure,Mystery,"['sherlock holmes character', 'scotland yard inspector', 'baker street london', 'belt', 'serial killer']",sherlock holmes character,scotland yard inspector,baker street london,belt,serial killer,"['Warner Bros.', 'Village Roadshow Pictures', 'Silver Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000375/', 'name': 'Robert Downey Jr.'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000179/', 'name': 'Jude Law'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1046097/', 'name': 'Rachel McAdams'}]",Robert Downey Jr.,https://www.imdb.com/name/nm0000375/,Jude Law,https://www.imdb.com/name/nm0000179/,Rachel McAdams,https://www.imdb.com/name/nm1046097/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005363/', 'name': 'Guy Ritchie'}]",Guy Ritchie,https://www.imdb.com/name/nm0005363/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0108864/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0019968/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3467335/', 'name': 'Michael Robert Johnson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0669756/', 'name': 'Anthony Peckham'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1334526/', 'name': 'Simon Kinberg'}]",Michael Robert Johnson,https://www.imdb.com/name/nm3467335/,Anthony Peckham,https://www.imdb.com/name/nm0669756/,Simon Kinberg,https://www.imdb.com/name/nm1334526/,128,10,31,90000000.0,USD,209028679.0,62304277.0,524028679.0
Invictus,166193,7.3,PG,2009-12-11,"['Action', 'Adventure', 'Biography']",Action,Adventure,Biography,"['south africa', 'year 1995', 'haka', 'nelson mandela', 'rugby']",south africa,year 1995,haka,nelson mandela,rugby,"['Warner Bros.', 'Spyglass Entertainment', 'Revelations Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000151/', 'name': 'Morgan Freeman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000354/', 'name': 'Matt Damon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0450961/', 'name': 'Tony Kgoroge'}]",Morgan Freeman,https://www.imdb.com/name/nm0000151/,Matt Damon,https://www.imdb.com/name/nm0000354/,Tony Kgoroge,https://www.imdb.com/name/nm0450961/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000142/', 'name': 'Clint Eastwood'}]",Clint Eastwood,https://www.imdb.com/name/nm0000142/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0031181/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0075256/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0669756/', 'name': 'Anthony Peckham'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1985343/', 'name': 'John Carlin'}]",Anthony Peckham,https://www.imdb.com/name/nm0669756/,John Carlin,https://www.imdb.com/name/nm1985343/,unknown,unknown,134,12,38,60000000.0,USD,37491364.0,8611147.0,122426792.0
It's Complicated,97167,6.5,14A,2009-12-25,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,"['mature romance', 'female protagonist', 'lovers', 'ex husband ex wife rekindling their relationship', 'divorced couple']",mature romance,female protagonist,lovers,ex husband ex wife rekindling their relationship,divorced couple,"['Universal Pictures', 'Relativity Media', 'Waverly Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000658/', 'name': 'Meryl Streep'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000188/', 'name': 'Steve Martin'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000285/', 'name': 'Alec Baldwin'}]",Meryl Streep,https://www.imdb.com/name/nm0000658/,Steve Martin,https://www.imdb.com/name/nm0000188/,Alec Baldwin,https://www.imdb.com/name/nm0000285/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0583600/', 'name': 'Nancy Meyers'}]",Nancy Meyers,https://www.imdb.com/name/nm0583600/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142678/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0114441/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0583600/', 'name': 'Nancy Meyers'}]",Nancy Meyers,https://www.imdb.com/name/nm0583600/,unknown,unknown,unknown,unknown,121,8,15,85000000.0,USD,112735375.0,22100820.0,219103655.0
Crazy Heart,93571,7.2,14A,2010-02-05,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,"['country music', 'alcoholism', 'musician', 'journalist', 'country western singer']",country music,alcoholism,musician,journalist,country western singer,"['Searchlight Pictures', 'Informant Media', ""Butcher's Run Films""]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000313/', 'name': 'Jeff Bridges'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0350454/', 'name': 'Maggie Gyllenhaal'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0268199/', 'name': 'Colin Farrell'}]",Jeff Bridges,https://www.imdb.com/name/nm0000313/,Maggie Gyllenhaal,https://www.imdb.com/name/nm0350454/,Colin Farrell,https://www.imdb.com/name/nm0268199/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0178376/', 'name': 'Scott Cooper'}]",Scott Cooper,https://www.imdb.com/name/nm0178376/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0028932/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0242459/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0073152/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0178376/', 'name': 'Scott Cooper'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3084575/', 'name': 'Thomas Cobb'}]",Scott Cooper,https://www.imdb.com/name/nm0178376/,Thomas Cobb,https://www.imdb.com/name/nm3084575/,unknown,unknown,112,40,33,7000000.0,USD,39464306.0,82664.0,47405566.0
3 Idiots,422746,8.4,PG,2009-12-25,"['Comedy', 'Drama']",Comedy,Drama,unknown,"['hairy chest', 'motivation', 'coming of age', 'against the system', 'papadum']",hairy chest,motivation,coming of age,against the system,papadum,['Vinod Chopra Productions'],"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0451148/', 'name': 'Aamir Khan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0534856/', 'name': 'Madhavan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1587175/', 'name': 'Mona Singh'}]",Aamir Khan,https://www.imdb.com/name/nm0451148/,Madhavan,https://www.imdb.com/name/nm0534856/,Mona Singh,https://www.imdb.com/name/nm1587175/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0386246/', 'name': 'Rajkumar Hirani'}]",Rajkumar Hirani,https://www.imdb.com/name/nm0386246/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0106826/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0430785/', 'name': 'Abhijat Joshi'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0386246/', 'name': 'Rajkumar Hirani'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0006765/', 'name': 'Vidhu Vinod Chopra'}]",Abhijat Joshi,https://www.imdb.com/name/nm0430785/,Rajkumar Hirani,https://www.imdb.com/name/nm0386246/,Vidhu Vinod Chopra,https://www.imdb.com/name/nm0006765/,170,64,30,550000000.0,INR,6532874.0,1645502.0,60262836.0
2012,392378,5.8,PG,2009-11-13,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,"['earthquake', 'end of the world', 'apocalypse', 'elizabeth i character', 'disaster film']",earthquake,end of the world,apocalypse,elizabeth i character,disaster film,"['Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000131/', 'name': 'John Cusack'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0628601/', 'name': 'Thandiwe Newton'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0252230/', 'name': 'Chiwetel Ejiofor'}]",John Cusack,https://www.imdb.com/name/nm0000131/,Thandiwe Newton,https://www.imdb.com/name/nm0628601/,Chiwetel Ejiofor,https://www.imdb.com/name/nm0252230/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000386/', 'name': 'Roland Emmerich'}]",Roland Emmerich,https://www.imdb.com/name/nm0000386/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050111/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0247168/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000386/', 'name': 'Roland Emmerich'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0460057/', 'name': 'Harald Kloser'}]",Roland Emmerich,https://www.imdb.com/name/nm0000386/,Harald Kloser,https://www.imdb.com/name/nm0460057/,unknown,unknown,158,5,21,200000000.0,USD,166112167.0,65237614.0,791217826.0
The Blind Side,354378,7.6,PG,2009-11-20,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,"['nfl', 'singing in a car', 'american football sport', 'christian school', 'absent father']",nfl,singing in a car,american football sport,christian school,absent father,"['Alcon Entertainment', '3 Arts Entertainment', 'Left Tackle Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2466842/', 'name': 'Quinton Aaron'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000113/', 'name': 'Sandra Bullock'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005210/', 'name': 'Tim McGraw'}]",Quinton Aaron,https://www.imdb.com/name/nm2466842/,Sandra Bullock,https://www.imdb.com/name/nm0000113/,Tim McGraw,https://www.imdb.com/name/nm0005210/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0359387/', 'name': 'John Lee Hancock'}]",John Lee Hancock,https://www.imdb.com/name/nm0359387/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0054452/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0070636/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0349816/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0359387/', 'name': 'John Lee Hancock'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1034122/', 'name': 'Michael Lewis'}]",John Lee Hancock,https://www.imdb.com/name/nm0359387/,Michael Lewis,https://www.imdb.com/name/nm1034122/,unknown,unknown,129,9,30,29000000.0,USD,255982860.0,34119372.0,309231694.0
